71,3317725,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
75,3416065,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
76,3416066,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
77,3416071,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
160,3005073,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
161,3005075,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
162,3005077,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
172,3295355,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
206,3258064,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
227,3489126,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
478,3524289,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
499,3356234,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
512,3192836,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
519,3286741,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
603,3532867,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
616,3536326,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
625,3126487,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
695,3282731,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
708,3467853,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
709,3214107,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
710,3216135,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
721,3377186,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
736,3401492,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
737,3401493,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
738,3401494,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
757,3290133,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
758,3290134,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
766,3345933,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
768,3229501,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
769,3231570,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
859,3503221,10023,111-Cty Ajinomoto Bien Hoa ,Kinh doanh
51,3427995,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
52,3427998,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
92,3102394,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
93,3102395,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
132,3348492,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
176,3453969,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
228,3489128,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
272,3143098,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
314,3492416,11119,110-Cty TNHH Lotte Viet Nam,KHONG KINH DOANH
361,3512339,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
369,3521651,11119,110-Cty TNHH Lotte Viet Nam,KHONG KINH DOANH
370,3521652,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
394,3110011,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
395,3110012,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
401,3460189,11119,110-Cty TNHH Lotte Viet Nam,KHONG KINH DOANH
432,3224617,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
477,3524202,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
510,3150386,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
526,3365210,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
527,3365211,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
530,3276842,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
531,3276843,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
599,3318852,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
602,3361960,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
660,3352990,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
720,3337528,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
735,3400708,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
786,3545693,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
796,3201689,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
797,3205668,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
851,3199550,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
856,3495684,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
857,3502829,11119,110-Cty TNHH Lotte Viet Nam,Kinh doanh
158,3005069,11266,110-Cty CP Tap Doan Muoi Mien Nam,Kinh doanh
159,3005070,11266,110-Cty CP Tap Doan Muoi Mien Nam,Kinh doanh
189,3054454,11266,110-Cty CP Tap Doan Muoi Mien Nam,KHONG KINH DOANH
140,3173260,11841,130-Cty TNHH Saigon Ve Wong,Kinh doanh
485,3040978,11841,130-Cty TNHH Saigon Ve Wong,Kinh doanh
486,3040979,11841,130-Cty TNHH Saigon Ve Wong,Kinh doanh
487,3040982,11841,130-Cty TNHH Saigon Ve Wong,KHONG KINH DOANH
488,3040983,11841,130-Cty TNHH Saigon Ve Wong,Kinh doanh
489,3040988,11841,130-Cty TNHH Saigon Ve Wong,Kinh doanh
70,3063378,12015,130-CTY TNHH TM&CBTP Tien Du,KHONG KINH DOANH
429,3004519,12015,130-CTY TNHH TM&CBTP Tien Du,KHONG KINH DOANH
430,3004551,12015,130-CTY TNHH TM&CBTP Tien Du,Kinh doanh
257,3442428,12320,111-Cty TNHH MTV TNI,KHONG KINH DOANH
258,3442429,12320,111-Cty TNHH MTV TNI,KHONG KINH DOANH
259,3442481,12320,111-Cty TNHH MTV TNI,KHONG KINH DOANH
277,3493351,12320,111-Cty TNHH MTV TNI,KHONG KINH DOANH
278,3493352,12320,111-Cty TNHH MTV TNI,KHONG KINH DOANH
287,3481810,12320,111-Cty TNHH MTV TNI,Kinh doanh
353,3440244,12320,111-Cty TNHH MTV TNI,Kinh doanh
354,3440249,12320,111-Cty TNHH MTV TNI,Kinh doanh
355,3440252,12320,111-Cty TNHH MTV TNI,Kinh doanh
506,3468909,12320,111-Cty TNHH MTV TNI,Kinh doanh
557,3413710,12320,111-Cty TNHH MTV TNI,Kinh doanh
558,3413711,12320,111-Cty TNHH MTV TNI,Kinh doanh
559,3413712,12320,111-Cty TNHH MTV TNI,Kinh doanh
715,3451265,12320,111-Cty TNHH MTV TNI,Kinh doanh
740,3422157,12320,111-Cty TNHH MTV TNI,Kinh doanh
741,3422161,12320,111-Cty TNHH MTV TNI,Kinh doanh
264,3444798,12532,100-Cty CP CNTP Luong Gia-NR,Kinh doanh
265,3444807,12532,100-Cty CP CNTP Luong Gia-NR,Kinh doanh
311,3387928,12547,131-Cty CP Uniben,Kinh doanh
332,3432384,12547,131-Cty CP Uniben,Kinh doanh
333,3432386,12547,131-Cty CP Uniben,Kinh doanh
518,3494751,12547,131-Cty CP Uniben,Kinh doanh
554,3403158,12547,131-Cty CP Uniben,Kinh doanh
